id,name,game_slug,price,release_date,platform,description,developer,publisher,genres
aa0b194dbc4a4095aa713dfbe66a4495,Whispers of a Machine,whispers-of-a-machine,1499,2020-11-24T13:00:00.000Z,Windows,"Whispers of a Machine is a Sci-Fi Nordic Noir that tells the story of Vera, a cybernetically augmented detective in a post-AI world, who investigates a string of murders and unravels a dark conflict over forbidden technology.",Clifftop Games | Faravid Interactive,Raw Fury,"ADVENTURE,SINGLE_PLAYER,PUZZLE"
7aea960be7dd4d86a9b30cf5daa03eeb,MudRunner,mudrunner,1999,2020-11-26T16:00:00.000Z,Windows,"MudRunner is the ultimate off-road experience putting the players in the driver seat and dares them to take charge of incredible all-terrain vehicles, venturing across extreme Siberian landscapes with only a map and compass as guides!",Saber Interactive,Focus Home Interactive,SIMULATION
c5470b4a41b745d5919734d1e2a955bc,Evan's Remains,evans-remains,699,2020-11-30T17:00:00.000Z,Windows,"Years after a boy genius named Evan disappears, a bizarre letter arrives. Evan wants a girl named Dysis to come find him. As Dysis, you’ll need to solve an intricate series of puzzles to unravel the entire mystery—and bring Evan home.",Maitan69,Whitethorn Games,"PUZZLE,PLATFORMER,CASUAL"
206071e112404367b2fbeecd0c986468,Twin Mirror,twin-mirror,2999,2020-12-01T14:00:00.000Z,Windows,"Forced to confront his past, Sam Higgs uses his unique intellectual abilities to uncover his hometown’s dark secrets. But how do you know who to trust when you’re not even sure you can trust yourself?",DONTNOD Entertainment,DONTNOD Entertainment,"INVESTIGATION,NARRATION,ADVENTURE"
674fb1bb36cd442b86df1038d547942d,Chronos: Before the Ashes,chronos-before-the-ashes,2999,2020-12-01T18:00:00.000Z,Windows,"Chronos: Before the Ashes is an atmospheric RPG that chronicles a hero’s lifelong quest to save their homeland from a great evil. Grow wiser, stronger and more powerful as you explore the depths of the mysterious labyrinth.",Gunfire Games,THQ Nordic,"ACTION,ADVENTURE,RPG"
471f6d94a65f406bbfd822beab7c88b8,Startup Panic,startup-panic,1499,2020-12-03T13:00:00.000Z,Windows,"Quit your job and build an exciting startup! Survive the tech bubble, compete with rival CEOs and expand your office from bedroom programmer up to the heights of global corporate sabotage! As long as you don't get hacked... or kidnapped...",Algo Rocks,tinyBuild,"SIMULATION,STRATEGY,INDIE"
be3de140fc3749b28215da1626cce8bc,Cave Story+,cave-story-plus,1499,2020-12-03T16:00:00.000Z,Windows,"Arguably the most well-known indie game of all time, Cave Story+ features an original story brimming with personality, mystery and fast-paced fun. Run, jump, shoot, fly and explore your way through a massive adventure reminiscent of classic 8 and 16-bit games!","Nicalis, Inc./Studio Pixel","Nicalis, Inc.","ADVENTURE,ACTION,PLATFORMER"
b164a6b5b5d14b95aa212db202f26852,Post Scriptum Modding SDK,post-scriptum,0,2020-12-03T16:00:00.000Z,Windows,"Post Scriptum is a first-person simulation shooter that provides an authentic WWII combat experience. Focusing on historical accuracy, large scale battles and a challenging battlefield that demands an intense need for cohesion, communication and teamwork.",Periscope Games,Offworld Industries,"SIMULATION,SHOOTER,MULTIPLAYER"
95afe0e3f3dc43e4b9ebab9c6fc8d276,CRSED: F.O.A.D.,crsed-f-o-a-d,0,2020-12-03T16:00:00.000Z,Windows,"CRSED: F.O.A.D. – is a brutal MMO last-man-standing shooter with realistic weaponry, elements of lethal mystic forces and incredible superpowers!",Darkflow Software,Gaijin Entertainment,"ACTION,COMPETITIVE,MULTIPLAYER"
e42093ff3c434f618b8f2c50039eaece,Immortals Fenyx Rising Standard Edition,immortals-fenyx-rising,5999,2020-12-03T16:00:00.000Z,Windows,Immortals Fenyx Rising brings grand mythological adventure to life.  Play as Fenyx on a quest to save the Greek gods.,Ubisoft,Ubisoft,"ACTION,ADVENTURE"
5e0277378de542ce9bf891d2f919d6c8,Cyberpunk 2077,cyberpunk-2077,5999,2020-12-10T00:00:00.000Z,Windows,"Cyberpunk 2077 is an open-world, action-adventure RPG set in the dark future of Night City — a dangerous megalopolis obsessed with power, glamor, and ceaseless body modification.",CD PROJEKT RED,CD PROJEKT RED,"RPG,SINGLE_PLAYER,ACTION"
f8f9d3387f414d72a90aee4619433177,Orwell's Animal Farm,orwells-animal-farm,999,2020-12-10T14:00:00.000Z,"Windows,Mac","Orwell’s Animal Farm is an adventure game where all animals are equal, but some animals are more equal than others. Immerse yourself in George Orwell’s story of absolute power and corruption and follow the ups and downs of Animalism.",Nerial,Dairymen,"NARRATION,STORYBOOK,SINGLE_PLAYER"
6238fdbc5a0143ccbc8448a8009bcef5,Pillars of Eternity - Definitive Edition,pillars-of-eternity,3999,2020-12-10T16:00:00.000Z,Windows,"Experience the game that revitalized the classic RPG genre in a complete and definitive package that includes every expansion, bonus, and update, presenting Pillars of Eternity at its best.", Obsidian Entertainment,Paradox Interactive,"RPG,FANTASY,SINGLE_PLAYER"
8a9ebc1feff6402e9b88839f46ee45ac,Tyranny - Gold Edition,tyranny,4999,2020-12-10T16:00:00.000Z,Windows,"Experience a story-driven RPG where your choices mean all the difference in the world. Tyranny – Gold Edition, the ultimate Tyranny experience that includes every Tyranny Expansion and all additional DLC.",Obsidian Entertainment,Paradox Interactive,"ADVENTURE,RPG,ACTION"
180df8fb19134e5ab77392692f83ba9d,Through the Darkest of Times,through-the-darkest-of-times,1499,2020-12-10T18:00:00.000Z,"Mac,Windows",Berlin 1933. “Adolf Hitler is chancellor!” We all know the consequences this message bore. Unspeakable horrors and suffering would sweep across the world. Few would stand and fight the monstrosity that was the German Reich. Will you?,Paintbucket,Handy Games GmbH,"STRATEGY,SIMULATION,ADVENTURE"
22388508a3c34250958b552bf6df3333,Shady Part of Me,shady-part-of-me,1499,2020-12-10T23:00:00.000Z,Windows,"Overcome emotional struggles across a touching narrative filled with twists and surprises. Embark on a dream-like journey, with breathtaking artistic direction and the enthralling voice of Hannah Murray (Game of Thrones, Skins).",Douze Dixièmes,Focus Entertainment,"INDIE,PUZZLE,SINGLE_PLAYER"
24a557f35d78493d90c026fa625574b0,Warframe,warframe,0,2020-12-11T00:55:00.000Z,Windows,"Warring factions have brought the Origin System to the brink of destruction. Join the Tenno and defend an ever-expanding universe. Master your Warframe, build your Arsenal and become an unstoppable force in this genre-defining looter-shooter.",Digital Extremes,Digital Extremes,"ACTION,CO_OP,SHOOTER"
ff25c738dde344eeba59f2209a70e8c0,Werewolf: The Apocalypse – Earthblood,werewolf-the-apocalypse-earthblood,2999,2020-12-14T16:00:00.000Z,Windows,"A unique experience full of savage combat and mystical adventures. You are Cahal, a powerful Garou who can transform into a wolf and a Crinos, a huge ferocious beast. Master your three forms and their powers to punish those who defile Gaia.",Cyanide Studio,Nacon,"ACTION,FIGHTING,ADVENTURE"
c445c0b2f1b1449d9a01e6de23839189,SpellForce 3: Versus Edition,spellforce-3-versus,0,2020-12-14T18:00:00.000Z,Windows,"The SpellForce 3: Versus Edition gives you the chance to enter the battlefields of Eo for free, letting you test your RTS skills against AI opponents or even other human players.",Grimlore Games,THQ Nordic,"RPG,STRATEGY,MULTIPLAYER"
e321199ce26e4922b296c023806ce1fe,SpellForce 3: Fallen God,spellforce-3-fallen-god,1999,2020-12-14T18:00:00.000Z,Windows,"Command the Trolls and lead them on an epic journey across the wild continent of Urgath. As Chieftain of the Moonkin, a tribe driven from its home by tusk hunters and disease, their survival is in your hands.",Grimlore Games,THQ Nordic,"RPG,STRATEGY,BASE_BUILDING"
371605cfc34f42c992a42e1d97e6e01b,Big Pharma,big-pharma,2499,2020-12-15T16:00:00.000Z,"Windows,Mac","What if you had it in your power to rid the world of disease, to improve the lives of millions, to ease suffering and cure the sick… and earn a tidy profit? (and not necessarily in that order...) Welcome to the world of Big Pharma!",Twice Circled,Positech Games,"STRATEGY,INDIE,SIMULATION"
32bb24ce7e564ddaac76a4a41d7efc1d,Calico,calico,1199,2020-12-15T18:00:00.000Z,Windows,"Calico is a casual community sim game where you are given an important task: rebuild the town’s cat café and fill it with cuddly creatures! Build your café by filling it with cute furniture, fun decorations, yummy pastries, and get it bustling with animals!",Peachy Keen Games,Whitethorn Games,"OPEN_WORLD,CASUAL,SIMULATION"
5f252d25f24d4187bb9ff8adee44e72d,Airborne Kingdom,airborne-kingdom,2499,2020-12-17T15:00:00.000Z,"Windows,Mac","Airborne Kingdom — the sky city builder. Grow your unique town among the clouds, and fly it across a wide-open landscape. Explore the skies to restore serenity to the world below",The Wandering Band LLC,Freedom Games,"STRATEGY,CITY_BUILDER,EXPLORATION"
9f2abdb36ffe42798f1497031cc4e4a8,Spotify Music and Podcasts,spotify,0,2020-12-17T15:00:00.000Z,"Windows,Mac","With Spotify, you can play millions of songs for free. Listen to the songs you love and enjoy music from all over the world. • Search for your favourite song, artist, or album. • Discover a world of new music, videos, and podcasts.",Spotify AB,Spotify AB,PARTY
1f37fe4e0f784f928d2811f44417dacc,Disaster Report 4: Summer Memories,disaster-report-4-summer-memories,5999,2020-12-17T16:00:00.000Z,Windows,"In the shadow of a massive earthquake, thrust into a tragedy that touches countless lives, you must now make the decisions that will determine who lives and who dies in the chaos stemming from a natural disaster. What will you do in the aftermath of calamity?",Granzella Inc.,"NIS America, Inc.","ACTION,ADVENTURE,SURVIVAL"
f100d746e4c74e42b6129dda765c9cd9,Medieval Dynasty,medieval-dynasty,3499,2020-12-17T16:00:00.000Z,Windows,"Hunt, survive, build and lead in the harsh Middle Ages: Create your own Medieval Dynasty and ensure its long-lasting prosperity or die trying!",Render Cube,Toplitz Productions,"ACTION,RPG"
bf83aee67dd1475fb6bf2c8563f14b70,Cities: Skylines,cities-skylines,2999,2020-12-17T16:00:00.000Z,Windows,Cities: Skylines is a modern take on the classic city simulation. It introduces new gameplay elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience.,Colossal Order,Paradox Interactive,"STRATEGY,SIMULATION,CITY_BUILDER"
a61454cf9fc04689b5a014996712d3f5,Fell Seal: Arbiter's Mark,fell-seal-arbiters-mark,2999,2020-12-17T18:00:00.000Z,"Windows,Mac","Fell Seal: Arbiter's Mark is an award winning, fantasy, turn-based tactical RPG. Take the role of Arbiter Kyrie, an agent of the Immortal Council tasked with preserving order throughout the land, and lead your troops through difficult encounters.",6 Eyes Studio LLC.,1C Entertainment,"INDIE,RPG,TURN_BASED"
60e316a2196644e39cbf357b62805068,The Flower Collectors,the-flower-collectors,1999,2020-12-18T14:00:00.000Z,Windows,"Barcelona, 1977. An ex-cop in a wheelchair witnesses a murder, and teams up with a young ambitious journalist to bring the truth to light. With camera, binoculars and transmitter in hand, uncover the town’s secrets in this soul-searching detective mystery.",Mi'pu'mi Games,Mi'pu'mi Games,"ADVENTURE,INDIE,FIRST_PERSON"
a020424f6c854cefac41f4af4a0ce69f,Oddworld: New 'n' Tasty,oddworld-new-n-tasty,1999,2020-12-18T16:00:00.000Z,Windows,"Explore ancient ruins, dodge carnivorous beasts and avoid trigger-happy guards as Abe, the original Oddworld hero in this lovingly recrafted, built from the ground-up and totally recooked take on the classic adventure Oddworld: Abe's Oddysee.",Just Add Water,"Oddworld Inhabitants, Inc.","PUZZLE,PLATFORMER,ACTION"
aa4a9efb67fc445e8995c45c1d6dfb42,Kosmokrats,kosmokrats,1499,2020-12-18T17:00:00.000Z,Windows,"Kosmokrats is the people's zero-gravity, dark comedy adventure game! Pilot your drone. Make new friends including Bill Nighy. Construct space stations. Build a mighty space fleet. Earn Potatoes. Shape your own narrative. Humanity's fate depends on you, Comrade",Pixel Delusion,Modern Wolf ,"ADVENTURE,INDIE,PUZZLE"
63e07f28b89445ba80f06657ef0b68a7,Among Us,among-us,499,2020-12-18T17:00:00.000Z,Windows,"Play with 4-10 players online or via local WiFi as you attempt to prepare your spaceship for departure, but beware as one or more random players among the Crew are Impostors bent on killing everyone!",Innersloth ,Innersloth ,"CO_OP,CASUAL,MULTIPLAYER"
f24e1ebf9a054781abc85bc82a2dcbba,The Long Dark,the-long-dark,3499,2020-12-19T16:00:00.000Z,"Windows,Mac","A thoughtful, exploration-survival experience that challenges solo players to think for themselves as they explore an expansive frozen wilderness in the aftermath of a geomagnetic disaster. Only you, the cold, and all the threats Mother Nature can muster.",Hinterland Studio Inc.,Hinterland Studio Inc.,"ADVENTURE,SINGLE_PLAYER,SURVIVAL"
cae9b411f608482a9c646f00daac9e46,Defense Grid: The Awakening,defense-grid,999,2020-12-20T16:00:00.000Z,Windows,"Defense Grid: The Awakening is the ultimate tower defense game that appeals to players of all skill levels. A horde of enemies is invading, and it's up to the player to stop them by strategically building defensive towers around their base.",Hidden Path Entertainment,Hidden Path Entertainment,"STRATEGY,BASE_BUILDING,SIMULATION"
d37f3694e7a04edb8347f3cb6320f9d3,Alien: Isolation,alien-isolation,3999,2020-12-21T16:00:00.000Z,Windows,"Discover the true meaning of fear in Alien: Isolation, a survival horror set in an atmosphere of constant dread and mortal danger...   Created using the CATHODE™ engine.",Creative Assembly,SEGA,"ACTION,SINGLE_PLAYER"
9ab78d8a6fe84c3f82b31215390f3c51,Super Meat Boy Forever,super-meat-boy-forever,1999,2020-12-23T05:00:00.000Z,Windows,"The challenge of Super Meat Boy returns in Super Meat Boy Forever! Levels are brutal and death is inevitable. Players will run, jump, punch and kick their way through familiar places and new worlds all while enjoying a story truly meant for the big screen.",Team Meat,Team Meat,"PLATFORMER,ACTION,ADVENTURE"
1911ccf15b3d4508a6e195b31eee1372,Tropico 6,tropico-6,3999,2020-12-23T16:00:00.000Z,Windows,El Presidente is back! Prove yourself once again as a feared dictator or peace-loving statesman on the island state of Tropico and shape the fate of your very own banana republic through four distinctive eras.,Limbic Entertainment,Kalypso Media Group GmbH,"SIMULATION,STRATEGY,CITY_BUILDER"
a178c2b75e20434696533628d8fdb296,Tropico 5,tropico-5,1999,2020-12-23T16:00:00.000Z,Windows,Return to the remote island nation of Tropico in the next installment of the critically acclaimed and hugely popular ‘dictator sim’ series. Expand your Dynasty’s reign from the early colonial period to beyond the 21st Century.,Haemimont Games,Kalypso Media Group GmbH,"RPG,SIMULATION,STRATEGY"
8951b3fcf9c24c7bb513242003edd242,Darkest Dungeon®,darkest-dungeon,2499,2020-12-25T16:00:00.000Z,Windows,"Darkest Dungeon® is a challenging gothic roguelike turn-based RPG about the psychological stresses of adventuring. Recruit, train, and lead a team of flawed heroes against unimaginable horrors.",Red Hook Studios,Red Hook Studios,"RPG,TURN_BASED,STRATEGY"
bfba5c4bab344751b8ab159a48555209,Night in the Woods,night-in-the-woods,1999,2020-12-27T16:00:00.000Z,"Windows,Mac","Night In The Woods is an adventure game about a college dropout who comes home to the friends and the town they left behind. Break stuff, play bass, hang out, go places and discover things that aren't meant for you. Come home to Possum Springs.",Infinite Fall,Finji,"ADVENTURE,PLATFORMER,NARRATION"
c0050ea63818490f93837f8476bc5418,Stranded Deep,stranded-deep,1499,2020-12-28T16:00:00.000Z,Windows,Take the role of a plane crash survivor stranded somewhere in the Pacific Ocean. Come face to face with some of the most life threatening scenarios that will result in a different experience each time you play. Scavenge. Discover. Survive.,Beam Team Games,Beam Team Publishing,"SURVIVAL,INDIE,EARLY_ACCESS"
cd761753fdfa430994f60b512c90b66e,Solitairica,solitairica,999,2020-12-29T16:00:00.000Z,Windows,"Solitairica takes RPG combat and challenging roguelike progression to a fresh new place - the world of solitaire! Using a variety of magical items and spells, battle your way through a horde of ever-changing enemies and defeat the horrible Emperor Stuck!",Righteous Hammer Games,Righteous Hammer Games,"CARD_GAME,ROGUE_LITE,INDIE"
d5a8d607058f4accb71aa406dc8cece0,Jurassic World Evolution,jurassic-world-evolution,4499,2020-12-31T16:00:00.000Z,Windows,"Take charge of operations on the legendary islands of the Muertes archipelago and bring the wonder, majesty and danger of dinosaurs to life. Build for Science, Entertainment or Security interests in an uncertain world where life always finds a way.",Frontier Developments,Frontier Developments,"STRATEGY,SIMULATION,SINGLE_PLAYER"
462844c5fc104812a53792c42d400644,Crying Suns,crying-suns,2499,2021-01-07T16:00:00.000Z,"Windows,Mac","Crying Suns is a tactical rogue-lite that puts you in the role of a space fleet commander as you explore a mysteriously fallen empire. In this story rich experience, each successful run will uncover the truth about the Empire... and yourself as well.",Alt Shift,Humble Games,"RPG,ROGUE_LIKE,STRATEGY"
9df0fa3ae13f47058f396f5613bfe06f,Scott Pilgrim vs. The World: The Game – Complete Edition,scott-pilgrim-vs-the-world-the-game,1499,2021-01-14T05:00:00.000Z,Windows,Rediscover the beloved 2D arcade-style beat 'em up inspired by the iconic comic and movie Scott Pilgrim vs. The World!,Ubisoft,Ubisoft,"ACTION,FIGHTING"
dcf67ef91de64cdf8606b595e9a5d205,Down in Bermuda,down-in-bermuda,1999,2021-01-14T05:00:00.000Z,"Windows,Mac",An unnatural storm leaves an adventurous aviator stranded for decades within the infamous Bermuda. Overcome creatures of the deep and unravel the islands secrets in search for a way back home.,Yak & Co,Yak & Co,"PUZZLE,ADVENTURE,INDIE"
7d6810596a844773bf699cd74c6a4f84,STAR WARS™ Battlefront™ Ultimate Edition,star-wars-battlefront,1999,2021-01-14T16:00:00.000Z,Windows,"The STAR WARS™ Battlefront™ Ultimate Edition has everything fans need to live out their STAR WARS™ battle fantasies, including four thrilling expansion packs, additional weapons, and emotes.",DICE,Electronic Arts,"ACTION,SHOOTER,SIMULATION"
ea7721c6c2694e72813d3661bc68a2cb,STAR WARS™ Battlefront™ II: Celebration Edition,star-wars-battlefront-2,3999,2021-01-14T16:00:00.000Z,Windows,"Put your mastery of the blaster, lightsaber, and the Force to the test online and offline in STAR WARS™ Battlefront™ II: Celebration Edition",DICE,Electronic Arts,"ACTION,ADVENTURE,SHOOTER"
5d63b78c08184c10933a47874117db8c,Galactic Civilizations III,galactic-civilizations-iii,2499,2021-01-21T16:00:00.000Z,Windows,"Build a civilization that will stand the test of time! Choose from dozens of unique races and make a name for yourself across the galaxy through diplomacy, espionage, technological advances, and more.",Stardock Entertainment,Stardock Entertainment,"STRATEGY,4X,TURN_BASED"
8e83204e859041c899c692ba078c6658,Olija,olija,1499,2021-01-28T15:00:00.000Z,Windows,"Olija is a game about Faraday's quest, a man shipwrecked then trapped in the mysterious country of Terraphage. Armed with a legendary harpoon, he and other castaways try to leave this hostile country to return to their homelands.",Skeleton Crew Studio,Devolver Digital,"ADVENTURE,INDIE,ACTION"
a5dbe3de0fb14e029d78f85b25e89ca6,Dandara: Trials of Fear Edition,dandara,1499,2021-01-28T16:00:00.000Z,"Windows,Mac","In a bizarre universe where the oppressed are on the brink of oblivion, Dandara has awoken to reshape the world. Welcome to a unique 2D metroidvania platformer full of mystical creatures and boundless exploration.",Long Hat House ,Raw Fury ,"METROIDVANIA,PLATFORMER,ACTION"
5a9a0a7fd1bd47a8a5c39a903f6c25a1,The Medium,the-medium,4999,2021-01-28T17:00:00.000Z,Windows,The Medium is a story-focused third-person psychological horror game that features innovative dual-reality gameplay and an original soundtrack co-composed by Arkadiusz Reikowski and Akira Yamaoka.,Bloober Team,Bloober Team S.A.,"SINGLE_PLAYER,HORROR,ADVENTURE"
5207cdd79e9145d0bbb947c6bd3699a3,Gods Will Fall,gods-will-fall,1499,2021-01-29T00:00:00.000Z,Windows,Experience the trials of 8 warriors in their plight to sever the gods’ grip on humanity as you take on legions of beasts in each of the gods’ realms.,Clever Beans,Deep Silver,"ACTION,SINGLE_PLAYER,ROGUE_LIKE"
12985b3ba6c24b35936aa3c2d80b0678,Haven,haven,2499,2021-02-04T14:00:00.000Z,Windows,"Two lovers gave up everything and escaped to a lost planet to be together.  Glide through a mysterious landscape, explore a fragmented world and fight against what’s trying to tear them apart in this RPG adventure about love, rebellion, and freedom.",The Game Bakers,The Game Bakers,"ADVENTURE,INDIE,RPG"
53200ce50d844cdfb7deaa2165cb86d2,Rayman Origins,rayman-origins,1999,2021-02-04T16:00:00.000Z,Windows,Play Rayman Origins and discover or rediscover the magical universe and legendary 2D gameplay that captured the hearts of millions of fans…,Ubisoft,Ubisoft,"PLATFORMER,ACTION,ADVENTURE"
b97dde971aca4341a670456ef323503c,Shadowhand,shadowhand,1499,2021-02-05T16:00:00.000Z,Windows,"Duel powerful enemies with unique solitaire-style turn-based combat. Build mini-decks and equip your character strategically to sneak, slice and blast through foes!",Grey Alien Games,Positech Games,"INDIE,CARD_GAME,CASUAL"
13cc10ad974841a6b0a5c3c23d2d1f22,Monkey Barrels,monkey-barrels,1499,2021-02-09T16:00:00.000Z,Windows,"It's monkeys vs. machines in this zany action-packed shooter!  In addition to a 22-stage story mode, there's also an online competitive mode.  Features 3D pixel art that puts a fresh spin on old-school graphics.  Tons of fun and challenging stages await you.","Good-Feel Co., Ltd.","Good-Feel Co., Ltd.","ACTION,SHOOTER,INDIE"
66b23edfb87f4cf881de4b6c4dab2e16,iRacing - 3-month new membership,iracing,1899,2021-02-09T18:00:00.000Z,Windows,"The world’s premier racing simulation/game. Membership provides access to the iRacing community and unlimited racing. NASCAR, Indycar, sportscars, dirt, rallycross & more. Purchase a 3-month new iRacing membership today!",iRacing,iRacing,"RACING,SIMULATION,MULTIPLAYER"
e7946db0d53a418e8cb17a92dd908cd5,Halcyon 6 Starbase Commander,halcyon-6,1499,2021-02-11T16:00:00.000Z,"Windows,Win32","A retro space strategy RPG with base building, deep tactical combat, crew management and emergent storytelling. Halcyon 6: Lightspeed Edition is a massively enhanced version of the Award Winning indie strategy RPG, Halcyon 6.",Massive Damage,Massive Damage,"INDIE,RPG,STRATEGY"
8e407b7130594f55ae16261a1069f83f,Trials Evolution: Gold Edition,trials-evolution,1999,2021-02-11T16:00:00.000Z,Windows,"Trials Evolution: Gold Edition will contain all the content of the original, best-selling game Trials Evolution.",Ubisoft,Ubisoft,RACING
12193f976e3342769eb7448cfe19cf02,Aground,aground,1499,2021-02-11T17:00:00.000Z,"Windows, Mac","As one of the last human survivors, you find yourself stranded on an uninhabited island. With a few other victims of the crash, can you craft, mine, and build your way to survival?",Fancy Fish Games,Whitethorn Games,"ADVENTURE,OPEN_WORLD,EXPLORATION"
d02607edf33e45538193c458f78d9e8d,RemiLore: Lost Girl in the Lands of Lore,remilore-lost-girl-in-the-lands-of-lore,1999,2021-02-12T16:00:00.000Z,Windows,RemiLore: Lost Girl in the Lands of Lore is a “rogue-lite” anime-style adventure set in a colorful fantasy world where players hack-and-slash their way through an army of mechanical monsters using a huge variety of unique weapons and devastating magic attacks!,"Pixellore Inc.,REMIMORY","Nicalis, Inc.","ACTION,ADVENTURE,ROGUE_LITE"
a9748abde1c94b66aae5250bb9fc5503,Idle Champions of the Forgotten Realms,idle-champions-of-the-forgotten-realms,0,2021-02-16T17:00:00.000Z,Windows,"Idle Champions is a licensed Dungeons & Dragons strategy management video game uniting iconic characters from novels, campaigns, and shows into one epic adventure.",Codename Entertainment,Codename Entertainment,"STRATEGY,SINGLE_PLAYER,RPG"
1bde6a2f316a4013b35af717249f1191,Tales from the Borderlands,tales-from-the-borderlands,1999,2021-02-17T01:00:00.000Z,Windows,"Tales from the Borderlands is a five-part episodic game set on the unforgiving world of Pandora between the events of Borderlands 2 and Borderlands 3. This is a story full of Borderlands' trademark humor, following two adventurers on their quest for greatness.",Telltale Games,2K,"ADVENTURE,NARRATION,EXPLORATION"
f6fb771bec434d1082cc419b9b4b8bfb,Phantasy Star Online 2 New Genesis,phantasy-star-online-2,0,2021-02-17T06:00:00.000Z,Windows,"Phantasy Star Online 2 New Genesis, the latest chapter in the Phantasy Star Online 2 series, is here at last! It's time to jump into adventures beyond imagination!",SEGA Corporation,SEGA Corporation,"RPG,ACTION,MULTIPLAYER"
0c90d229f27a4251beee8b4776a8fb44,Absolute Drift,absolute-drift,1199,2021-02-18T16:00:00.000Z,"Windows, Mac",This is a drifting experience like no other. Journey from apprentice to master as you hone your skill in a gorgeous minimalist world. Push yourself to the limit on drifting tracks and wild mountain roads until you finally master the art of drifting.,Funselektor Labs Inc.,Funselektor Labs Inc.,"RACING,ARCADE,INDIE"
26c8bec5ae4f44b6b942b9564e81cafc,Rage 2,rage-2,3999,2021-02-18T16:00:00.000Z,Windows,"RAGE 2 brings together two studio powerhouses – Avalanche Studios, masters of open world insanity, and id Software, creators of the first-person shooter – to deliver a carnival of carnage where you can go anywhere, shoot anything, and explode everything.","id Software, Avalanche Studios",Bethesda Softworks,"ACTION,OPEN_WORLD,FPS"
1b07cc6ec13140b385f34e57b4e97e9b,Wrath: Aeon of Ruin,wrath-aeon-of-ruin,2499,2021-02-18T18:00:00.000Z,Windows,"3D Realms, creators of Duke Nukem 3D, Prey, and Max Payne, presents a hard-core first person shooter, powered by the legendary Quake-1 Tech. Crafted by the hands of Quake-scene necromancers, WRATH is the real deal. You will not survive...",KillPixel,1C Entertainment | 3D Realms,"ACTION,FPS,SINGLE_PLAYER"
623106d906bd4a129de745d52a94ec46,Curse of the Dead Gods,curse-of-the-dead-gods,1999,2021-02-23T17:00:00.000Z,Windows,"You seek untold riches, eternal life, divine powers - it leads to this accursed temple, a seemingly-infinite labyrinth of bottomless pits, deadly traps, and monsters.",Passtech Games,Focus Entertainment,"ACTION,ADVENTURE,ROGUE_LIKE"
d8970826d8bb4d599a74ad990eb8ae01,Geneforge 1 - Mutagen,geneforge-1-mutagen,1995,2021-02-24T14:00:00.000Z,"Windows,Mac","Unique, open-ended fantasy RPG in an alien land. Use battle or cunning to change the world, served by your army of custom-made mutant monsters. Tons of skills, treasures, factions, treasures, and creations. Unmatched freedom and replayability in an epic story.",Spiderweb Software,Spiderweb Software,"RPG,INDIE,TURN_BASED"
71f7b3d1755744e5b85d73b9b32e5831,DCL The Game - Track Editor,dcl-the-game,0,2021-02-24T16:00:00.000Z,Windows,Track Editor for DCL - the Game  Using this tool anyone can create Racetracks and publish them on the workshop so that they can be played by anyone on DCL - the Game,Drone Champions,Drone Champions,"ACTION,RACING,SPORTS"
71a3dc24257843ad85ef77d102c2ef12,The Colonists,the-colonists,2499,2021-02-24T18:00:00.000Z,"Windows,Mac",Build a new home for your team of robots as they begin a new life for themselves on a distant planet where they can fulfill their ultimate dream: to be human.,Codebyfire,Mode 7,"CITY_BUILDER,STRATEGY,INDIE"
9c215f76f328458dbeadf56bee06926d,Fights in Tight Spaces,fights-in-tight-spaces,2499,2021-02-24T18:00:00.000Z,Windows,"Fights in Tight Spaces blends deck-building, turn-based tactics, and thrilling animated fight sequences in classic action-movie settings. Learn to balance your hand, momentum, and positioning to overcome the odds to defeat your adversaries.",Ground Shatter,Mode 7,"STRATEGY,CARD_GAME,TURN_BASED"
5d921696022d4bbe850c76be8c9bc98f,Sunless Sea,sunless-sea,1899,2021-02-25T16:00:00.000Z,"Mac,Windows","LOSE YOUR MIND. EAT YOUR CREW. DIE. Take the helm of your steamship and set sail for the unknown! Sunless Sea is a game of discovery, loneliness and frequent death, set in the award-winning Victorian Gothic universe of Fallen London.",Failbetter Games,Failbetter Games,"ADVENTURE,INDIE,RPG"
8401414902e84f2cb9afa9142f051d32,Breathedge,breathedge,2499,2021-02-25T18:00:00.000Z,Windows,"Survive in outer space! Together with your immortal chicken, discover the truth behind your sudden spaceship crash. Craft tools, pilot vehicles, and even control space stations to survive and explore the wreckage.",RedRuins Softworks,HypeTrain Digital,"ACTION,SURVIVAL,OPEN_WORLD"
78551ede85d5424ba1d28a5f549b5905,Monster Jam Steel Titans 2,monster-jam-steel-titans-2,2999,2021-03-02T18:00:00.000Z,Windows,More Trucks! New Worlds! Monster Jam Steel Titans 2!  Monster Jam Steel Titans 2 features more fan-favorite trucks in brand new Monster Jam worlds!,Rainbow Studios,THQ Nordic,"RACING,SPORTS,ACTION"
afded2bee4b4421981e30547bfe30636,Anno 2070,anno-2070,2999,2021-03-03T16:00:00.000Z,Windows,"Build your society of the future, colonize islands, and create sprawling megacities with multitudes of buildings, vehicles, and resources to manage.",Ubisoft Blue Byte,Ubisoft,"STRATEGY,CITY_BUILDER"
